Date,High,Low,Open,Close,Volume,Adj Close
2017-04-03,50.83000183105469,50.119998931884766,50.689998626708984,50.2400016784668,440724,50.2400016784668
2017-04-04,51.29999923706055,49.880001068115234,50.2400016784668,51.029998779296875,532054,51.029998779296875
2017-04-05,51.880001068115234,50.7400016784668,51.18000030517578,51.150001525878906,651398,51.150001525878906
2017-04-06,51.81999969482422,50.77000045776367,50.79999923706055,51.70000076293945,473019,51.70000076293945
2017-04-07,52.939998626708984,51.4900016784668,51.70000076293945,52.2400016784668,796437,52.2400016784668
2017-04-10,53.18000030517578,52.290000915527344,52.310001373291016,53.08000183105469,565439,53.08000183105469
2017-04-11,53.45000076293945,52.70000076293945,53.130001068115234,53.400001525878906,598003,53.400001525878906
2017-04-12,53.7599983215332,52.709999084472656,53.400001525878906,53.11000061035156,629805,53.11000061035156
2017-04-13,53.38999938964844,52.81999969482422,52.849998474121094,53.18000030517578,480835,53.18000030517578
2017-04-17,53.209999084472656,52.54999923706055,52.970001220703125,52.650001525878906,326340,52.650001525878906
2017-04-18,52.849998474121094,52.099998474121094,52.75,52.40999984741211,202043,52.40999984741211
2017-04-19,52.650001525878906,50.09000015258789,52.36000061035156,50.439998626708984,133173,50.439998626708984
2017-04-20,50.970001220703125,50.18000030517578,50.630001068115234,50.27000045776367,606263,50.27000045776367
2017-04-21,50.93000030517578,49.20000076293945,50.709999084472656,49.619998931884766,687474,49.619998931884766
2017-04-24,50.220001220703125,49.029998779296875,49.68000030517578,49.22999954223633,517897,49.22999954223633
2017-04-25,49.83000183105469,48.869998931884766,49.220001220703125,49.560001373291016,587240,49.560001373291016
2017-04-26,50.20000076293945,48.939998626708984,49.36000061035156,49.619998931884766,655717,49.619998931884766
2017-04-27,49.43000030517578,48.20000076293945,49.220001220703125,48.970001220703125,771189,48.970001220703125
2017-04-28,49.7599983215332,48.79999923706055,49.27000045776367,49.33000183105469,633992,49.33000183105469
2017-05-01,49.31999969482422,48.59000015258789,49.16999816894531,48.84000015258789,364386,48.84000015258789
2017-05-02,49.279998779296875,47.349998474121094,48.779998779296875,47.65999984741211,702375,47.65999984741211
2017-05-03,48.22999954223633,47.29999923706055,48.119998931884766,47.81999969482422,691319,47.81999969482422
2017-05-04,47.75,45.290000915527344,47.599998474121094,45.52000045776367,943959,45.52000045776367
2017-05-05,46.68000030517578,43.7599983215332,45.5099983215332,46.220001220703125,1021610,46.220001220703125
2017-05-08,46.97999954223633,45.72999954223633,46.349998474121094,46.43000030517578,785055,46.43000030517578
2017-05-09,46.779998779296875,45.529998779296875,46.4900016784668,45.880001068115234,701944,45.880001068115234
2017-05-10,47.779998779296875,46.0099983215332,46.18000030517578,47.33000183105469,819796,47.33000183105469
2017-05-11,48.220001220703125,47.34000015258789,47.38999938964844,47.83000183105469,661783,47.83000183105469
2017-05-12,48.06999969482422,47.349998474121094,47.810001373291016,47.84000015258789,537490,47.84000015258789
2017-05-15,49.65999984741211,47.75,47.849998474121094,48.849998474121094,687153,48.849998474121094
2017-05-16,49.380001068115234,48.16999816894531,48.81999969482422,48.65999984741211,589212,48.65999984741211
2017-05-17,49.5,48.029998779296875,48.22999954223633,49.06999969482422,650107,49.06999969482422
2017-05-18,49.599998474121094,48.04999923706055,48.93000030517578,49.349998474121094,242754,49.349998474121094
2017-05-19,50.529998779296875,49.279998779296875,49.279998779296875,50.33000183105469,146452,50.33000183105469
2017-05-22,51.060001373291016,50.439998626708984,50.599998474121094,50.72999954223633,564310,50.72999954223633
2017-05-23,51.790000915527344,50.56999969482422,51.040000915527344,51.470001220703125,584139,51.470001220703125
2017-05-24,51.880001068115234,51.029998779296875,51.439998626708984,51.36000061035156,736341,51.36000061035156
2017-05-25,52.0,48.45000076293945,51.25,48.900001525878906,1147389,48.900001525878906
2017-05-26,49.939998626708984,48.18000030517578,48.75,49.79999923706055,763920,49.79999923706055
2017-05-30,50.279998779296875,49.029998779296875,49.93000030517578,49.65999984741211,663486,49.65999984741211
2017-05-31,49.709999084472656,47.72999954223633,49.650001525878906,48.31999969482422,779144,48.31999969482422
2017-06-01,49.16999816894531,47.900001525878906,48.630001068115234,48.36000061035156,774478,48.36000061035156
2017-06-02,48.189998626708984,46.7400016784668,48.040000915527344,47.65999984741211,802662,47.65999984741211
2017-06-05,48.41999816894531,46.86000061035156,47.709999084472656,47.400001525878906,710199,47.400001525878906
2017-06-06,48.400001525878906,46.939998626708984,47.400001525878906,48.189998626708984,825056,48.189998626708984
2017-06-07,48.22999954223633,45.650001525878906,47.97999954223633,45.720001220703125,1182327,45.720001220703125
2017-06-08,46.18000030517578,45.20000076293945,45.849998474121094,45.63999938964844,927695,45.63999938964844
2017-06-09,46.18000030517578,45.27000045776367,45.709999084472656,45.83000183105469,735933,45.83000183105469
2017-06-12,46.709999084472656,45.65999984741211,45.79999923706055,46.08000183105469,666765,46.08000183105469
2017-06-13,46.56999969482422,45.560001373291016,46.0099983215332,46.459999084472656,783320,46.459999084472656
2017-06-14,46.4900016784668,44.540000915527344,45.939998626708984,44.72999954223633,924408,44.72999954223633
2017-06-15,44.810001373291016,44.220001220703125,44.689998626708984,44.459999084472656,500938,44.459999084472656
2017-06-16,44.939998626708984,44.2400016784668,44.25,44.7400016784668,191824,44.7400016784668
2017-06-19,45.060001373291016,44.04999923706055,44.68000030517578,44.20000076293945,123943,44.20000076293945
2017-06-20,44.400001525878906,42.75,44.11000061035156,43.22999954223633,894104,43.22999954223633
2017-06-21,44.20000076293945,42.04999923706055,43.380001068115234,42.529998779296875,1071747,42.529998779296875
2017-06-22,43.31999969482422,42.2599983215332,42.54999923706055,42.7400016784668,668830,42.7400016784668
2017-06-23,43.20000076293945,42.529998779296875,42.79999923706055,43.0099983215332,690906,43.0099983215332
2017-06-26,43.650001525878906,42.630001068115234,43.15999984741211,43.380001068115234,661354,43.380001068115234
2017-06-27,44.439998626708984,43.31999969482422,43.4900016784668,44.2400016784668,759115,44.2400016784668
2017-06-28,44.900001525878906,43.66999816894531,43.70000076293945,44.7400016784668,753375,44.7400016784668
2017-06-29,45.45000076293945,44.650001525878906,44.88999938964844,44.93000030517578,768946,44.93000030517578
2017-06-30,46.349998474121094,44.880001068115234,44.88999938964844,46.040000915527344,677408,46.040000915527344
2017-07-03,47.099998474121094,45.91999816894531,46.279998779296875,47.06999969482422,517621,47.06999969482422
2017-07-05,47.31999969482422,44.5099983215332,47.040000915527344,45.130001068115234,1173581,45.130001068115234
2017-07-06,46.529998779296875,45.18000030517578,45.650001525878906,45.52000045776367,969676,45.52000045776367
2017-07-07,45.41999816894531,43.779998779296875,45.349998474121094,44.22999954223633,975914,44.22999954223633
2017-07-10,44.84000015258789,43.650001525878906,44.349998474121094,44.400001525878906,848570,44.400001525878906
2017-07-11,45.810001373291016,43.83000183105469,44.58000183105469,45.040000915527344,1010691,45.040000915527344
2017-07-12,46.47999954223633,45.11000061035156,45.7400016784668,45.4900016784668,963505,45.4900016784668
2017-07-13,46.279998779296875,44.9900016784668,45.439998626708984,46.08000183105469,748971,46.08000183105469
2017-07-14,46.7400016784668,45.79999923706055,46.08000183105469,46.540000915527344,742895,46.540000915527344
2017-07-17,46.880001068115234,45.88999938964844,46.68000030517578,46.02000045776367,560633,46.02000045776367
2017-07-18,46.91999816894531,45.810001373291016,45.9900016784668,46.400001525878906,208420,46.400001525878906
2017-07-19,47.2599983215332,46.13999938964844,46.25,47.119998931884766,140677,47.119998931884766
2017-07-20,47.54999923706055,46.65999984741211,47.09000015258789,46.790000915527344,720621,46.790000915527344
